date,type,description,amount,current balance
2026-02-10,withdrawal,ATM Withdrawal,-599.0584709395257,558340.9404227305
2026-02-10,withdrawal,ATM Withdrawal,-784.5861947259751,557556.3542280046
2026-02-10,withdrawal,ATM Withdrawal,-220.17162727764847,557336.182600727
2026-02-10,withdrawal,ATM Withdrawal,-713.8927083617257,556622.2898923652
2026-02-10,withdrawal,ATM Withdrawal,-578.5475467704772,556043.7423455948
2026-02-10,withdrawal,ATM Withdrawal,-672.0390003498898,555371.7033452449
2026-02-10,withdrawal,ATM Withdrawal,-668.3297895074475,554703.3735557374
2026-02-10,withdrawal,ATM Withdrawal,-568.9367414013412,554134.4368143361
2026-02-10,withdrawal,ATM Withdrawal,-424.86103590632734,553709.5757784297
2026-02-12,debit card,Coffee Shop,-783.4084392014322,552926.1673392283
2026-02-12,debit card,Coffee Shop,-798.3524611344101,552127.8148780939
2026-02-12,debit card,Coffee Shop,-203.43818612833536,551924.3766919655
2026-02-12,debit card,Coffee Shop,-474.2442933113877,551450.1323986541
2026-02-12,debit card,Coffee Shop,-752.3398215498381,550697.7925771043
2026-02-12,debit card,Coffee Shop,-424.74338404370576,550273.0491930606
2026-02-12,debit card,Coffee Shop,-407.78690842532194,549865.2622846353
2026-02-12,debit card,Coffee Shop,-605.1968597306461,549260.0654249047
2026-02-12,debit card,Coffee Shop,-348.6140435125907,548911.4513813921
2026-02-12,debit card,Coffee Shop,-648.3385147428239,548263.1128666493
2026-02-14,deposit,Salary,9165.24413934211,557428.3570059914
2026-02-14,deposit,Salary,9319.728634621428,566748.0856406129
2026-02-14,deposit,Salary,9176.53204875547,575924.6176893683
2026-02-14,deposit,Salary,9093.940673697198,585018.5583630655
2026-02-14,deposit,Salary,9218.070828192285,594236.6291912578
2026-02-14,deposit,Salary,9393.053759262415,603629.6829505202
2026-02-14,deposit,Salary,9122.488086217976,612752.1710367382
2026-02-14,deposit,Salary,9134.23853307008,621886.4095698083
2026-02-14,deposit,Salary,9432.530285916095,631318.9398557243
2026-02-14,deposit,Salary,9474.288521030026,640793.2283767543
