date,type,description,amount,current balance
2025-10-23,debit card,Extreme Volatility Simulation,-70330.90331387536,90.26600926108843
2025-10-24,debit card,Extreme Volatility Simulation,-84591.94390159138,43.58606836986897
2025-10-25,debit card,Extreme Volatility Simulation,-86240.54582485664,78.48877384095712
2025-10-26,debit card,Extreme Volatility Simulation,-60812.69349865934,24.012602619029355
2025-10-27,debit card,Extreme Volatility Simulation,-93282.32696154306,61.01960259135861
2025-10-28,debit card,Extreme Volatility Simulation,-76954.35825887357,54.306966652814125
2025-10-29,debit card,Extreme Volatility Simulation,-61377.686947418304,44.78289624949474
2025-10-30,debit card,Extreme Volatility Simulation,-76900.16629809098,63.304006998815986
2025-10-31,debit card,Extreme Volatility Simulation,-71769.2606117694,2.39289703628327
2025-11-01,debit card,Extreme Volatility Simulation,-59294.34710327104,88.60490880472929
2025-11-02,debit card,Extreme Volatility Simulation,-60843.81131429073,94.93101550877864
2025-11-03,deposit,Extreme Volatility Simulation,18555.844060457148,27.50762046692199
2025-11-04,debit card,Extreme Volatility Simulation,-69727.59640747326,70.79206958561711
2025-11-05,debit card,Extreme Volatility Simulation,-57516.30251547043,80.41337463391571
2025-11-06,deposit,Extreme Volatility Simulation,19172.176481770504,48.18418065782068
2025-11-07,debit card,Extreme Volatility Simulation,-84465.10284649688,63.326563232851804
2025-11-08,debit card,Extreme Volatility Simulation,-57110.34921609008,72.44747985492273
2025-11-09,deposit,Extreme Volatility Simulation,16731.352616249726,4.8204426639483655
2025-11-10,debit card,Extreme Volatility Simulation,-57606.33542901777,18.818212379478773
2025-11-11,debit card,Extreme Volatility Simulation,-88227.86846162687,12.75764155225405
2025-11-12,deposit,Extreme Volatility Simulation,17896.817271419353,22.05952852677241
2025-11-13,debit card,Extreme Volatility Simulation,-74053.97389071897,87.96453174100878
2025-11-14,debit card,Extreme Volatility Simulation,-80879.68280082883,3.28263100897932
2025-11-15,deposit,Extreme Volatility Simulation,20644.68169935523,2.639261470613563
2025-11-16,debit card,Extreme Volatility Simulation,-58060.892675405965,45.59200059509562
2025-11-17,debit card,Extreme Volatility Simulation,-53249.23466066096,67.89114776430876
2025-11-18,deposit,Extreme Volatility Simulation,21097.5621937246,93.1911189725271
2025-11-19,debit card,Extreme Volatility Simulation,-93463.31459674342,93.00603670652843
2025-11-20,debit card,Extreme Volatility Simulation,-94771.34286958764,13.544079816413912
2025-11-21,deposit,Extreme Volatility Simulation,20689.467591250424,77.19033981113007
2025-11-22,debit card,Extreme Volatility Simulation,-94040.5797778687,23.063684298023478
2025-11-23,debit card,Extreme Volatility Simulation,-55797.67266255709,69.4001465544708
2025-11-24,deposit,Extreme Volatility Simulation,19865.064628562803,48.626363333286506
2025-11-25,debit card,Extreme Volatility Simulation,-61997.91941882852,87.94447727713572
2025-11-26,debit card,Extreme Volatility Simulation,-71780.18113657128,91.82568073558417
2025-11-27,deposit,Extreme Volatility Simulation,22477.28665492279,0.8534616262066308
2025-11-28,debit card,Extreme Volatility Simulation,-83982.92007406834,67.11923849208449
2025-11-29,debit card,Extreme Volatility Simulation,-88788.4534161218,33.127424190921616
2025-11-30,deposit,Extreme Volatility Simulation,23900.86959561031,58.45003732727355
2025-12-01,debit card,Extreme Volatility Simulation,-50682.73735550305,24.867538032512172
2025-12-02,debit card,Extreme Volatility Simulation,-89614.06805192828,42.000321877150306
2025-12-03,debit card,Extreme Volatility Simulation,-70644.87538627187,59.02255981804192
2025-12-04,debit card,Extreme Volatility Simulation,-47935.336469697446,2.7312519372238775
2025-12-05,debit card,Extreme Volatility Simulation,-84615.29470986348,81.90057884080103
2025-12-06,deposit,Extreme Volatility Simulation,8208.688556287136,35.19219391838501
2025-12-07,debit card,Extreme Volatility Simulation,-88853.18623011681,93.80234893021077
2025-12-08,debit card,Extreme Volatility Simulation,-50182.61889026856,31.956987228159615
2025-12-09,debit card,Extreme Volatility Simulation,-55643.001612313565,12.329761730706368
2025-12-10,debit card,Extreme Volatility Simulation,-57350.80828576382,45.722739257157244
2025-12-11,debit card,Extreme Volatility Simulation,-87930.4449311024,65.31706882539669
2025-12-12,debit card,Extreme Volatility Simulation,-75426.8860968634,40.272607444612404
2025-12-13,debit card,Extreme Volatility Simulation,-85214.1456274032,64.3408813057226
2025-12-14,debit card,Extreme Volatility Simulation,-62003.79208595912,87.08923400656217
2025-12-15,debit card,Extreme Volatility Simulation,-77566.80607722176,45.25051979750826
2025-12-16,debit card,Extreme Volatility Simulation,-72949.4267866661,23.077606614515965
2025-12-17,debit card,Extreme Volatility Simulation,-67010.70009235089,75.28891350736188
2025-12-18,deposit,Extreme Volatility Simulation,10353.18324882964,94.06708968132456
2025-12-19,debit card,Extreme Volatility Simulation,-60302.90061798283,42.35486150426665
2025-12-20,debit card,Extreme Volatility Simulation,-84298.81135537413,30.764776079883347
2025-12-21,debit card,Extreme Volatility Simulation,-51079.157713772554,28.71990621845675
2025-12-22,debit card,Extreme Volatility Simulation,-63674.62060687771,36.357342538714036
2025-12-23,debit card,Extreme Volatility Simulation,-67656.85731718011,28.737353789027885
2025-12-24,debit card,Extreme Volatility Simulation,-94900.86589071386,59.21005963089618
2025-12-25,debit card,Extreme Volatility Simulation,-73449.13266188005,91.76040331648211
2025-12-26,debit card,Extreme Volatility Simulation,-65387.209265246216,68.22562753194278
2025-12-27,debit card,Extreme Volatility Simulation,-72108.55206098103,54.602275158764314
2025-12-28,debit card,Extreme Volatility Simulation,-60619.70722462778,69.52746911801022
2025-12-29,debit card,Extreme Volatility Simulation,-49717.2703429495,17.473734553802668
2025-12-30,deposit,Extreme Volatility Simulation,9825.95873653944,88.04953272289178
2025-12-31,debit card,Extreme Volatility Simulation,-93645.47269830394,21.427199740476922
2026-01-01,debit card,Extreme Volatility Simulation,-66420.49341289431,69.45785327260286
2026-01-02,debit card,Extreme Volatility Simulation,-62497.703918226296,97.98187016523696
2026-01-03,debit card,Extreme Volatility Simulation,-68658.7629583494,19.580674556951095
2026-01-04,deposit,Extreme Volatility Simulation,4626.825877415072,92.26892982541797
2026-01-05,debit card,Extreme Volatility Simulation,-90912.63118996497,93.52031351249455
2026-01-06,debit card,Extreme Volatility Simulation,-75912.95794034646,35.891571097200114
2026-01-07,debit card,Extreme Volatility Simulation,-54592.888677195915,98.51886400779786
2026-01-08,debit card,Extreme Volatility Simulation,-82719.99021845232,70.93952726737301
2026-01-09,deposit,Extreme Volatility Simulation,3230.331165667339,14.405191240599935
2026-01-10,debit card,Extreme Volatility Simulation,-55453.55010366217,62.30677886196595
2026-01-11,debit card,Extreme Volatility Simulation,-94929.33660787078,55.175144680773656
2026-01-12,debit card,Extreme Volatility Simulation,-52629.449570884055,58.822374012759326
2026-01-13,debit card,Extreme Volatility Simulation,-74494.82633631995,97.29460413498583
2026-01-14,deposit,Extreme Volatility Simulation,3966.279908242678,8.572000952083913
2026-01-15,debit card,Extreme Volatility Simulation,-50254.384188304524,2.0458670720943095
2026-01-16,debit card,Extreme Volatility Simulation,-93872.5352530962,17.806442893315687
2026-01-17,debit card,Extreme Volatility Simulation,-51049.003192064585,68.56417912713623
2026-01-18,debit card,Extreme Volatility Simulation,-92705.18040201062,8.730829627708413
2026-01-19,deposit,Extreme Volatility Simulation,4494.658271423401,30.337581675101134
2026-01-20,debit card,Extreme Volatility Simulation,-87642.29703668573,57.66784542234037
2026-01-21,debit card,Extreme Volatility Simulation,-81242.70746550936,33.38955034176574
2026-01-22,debit card,Extreme Volatility Simulation,-90552.0479670494,17.31133694347924
2026-01-23,debit card,Extreme Volatility Simulation,-65022.26656744253,0.28721573370095177
2026-01-24,deposit,Extreme Volatility Simulation,4037.675710296363,6.120139092631782
2026-01-25,debit card,Extreme Volatility Simulation,-58230.9383696811,68.17254604205525
2026-01-26,debit card,Extreme Volatility Simulation,-59183.009259093764,37.169180557706426
2026-01-27,debit card,Extreme Volatility Simulation,-47905.25672051565,55.99368715707755
2026-01-28,debit card,Extreme Volatility Simulation,-66726.49007998445,66.52625011290698
2026-01-29,deposit,Extreme Volatility Simulation,4828.344495042873,31.462515721425067
2026-01-30,debit card,Extreme Volatility Simulation,-78826.747591447,79.11062147052803
2026-01-31,debit card,Extreme Volatility Simulation,-94125.5501801547,3.764140053973719
2026-02-01,debit card,Extreme Volatility Simulation,-72272.56196944778,9.605356146821187
2026-02-02,debit card,Extreme Volatility Simulation,-55512.151192857666,1.5379249138211315
2026-02-03,debit card,Extreme Volatility Simulation,-84800.52675258875,78.60399001599248
2026-02-04,debit card,Extreme Volatility Simulation,-48799.617149757825,60.43397379394611
2026-02-05,debit card,Extreme Volatility Simulation,-50486.62479890455,23.67512043173211
2026-02-06,debit card,Extreme Volatility Simulation,-82529.62341734266,16.029670434362885
2026-02-07,debit card,Extreme Volatility Simulation,-95441.15136765028,71.15567295513958
2026-02-08,debit card,Extreme Volatility Simulation,-73109.6153774854,22.955297143014487
2026-02-09,debit card,Extreme Volatility Simulation,-48245.96467277896,49.556717260761765
2026-02-10,debit card,Extreme Volatility Simulation,-76228.70535992885,70.84819779317888
2026-02-11,debit card,Extreme Volatility Simulation,-71179.56462206501,67.45381513682077
2026-02-12,debit card,Extreme Volatility Simulation,-60809.33558595316,24.55252780671888
2026-02-13,debit card,Extreme Volatility Simulation,-54541.60053891591,61.869997542171454
2026-02-14,debit card,Extreme Volatility Simulation,-66110.83206282242,94.53584128185078
2026-02-15,debit card,Extreme Volatility Simulation,-74410.72584030344,34.135336492189296
2026-02-16,debit card,Extreme Volatility Simulation,-92053.83173530363,40.96511705762913
2026-02-17,debit card,Extreme Volatility Simulation,-86508.22604081788,62.897861015582514
2026-02-18,debit card,Extreme Volatility Simulation,-66784.09407755584,13.606109598849713
2026-02-19,debit card,Extreme Volatility Simulation,-82224.60158530626,13.686051977097257
2026-02-20,debit card,Extreme Volatility Simulation,-90969.310517512,4.532807456989674
2026-02-21,debit card,Extreme Volatility Simulation,-56850.81332747736,37.800103392988696
2026-02-22,debit card,Extreme Volatility Simulation,-84449.14336188178,49.633387919221185
2026-02-23,debit card,Extreme Volatility Simulation,-68763.29426094062,64.45712527215775
2026-02-24,debit card,Extreme Volatility Simulation,-74784.69540652796,65.45133238968387
2026-02-25,debit card,Extreme Volatility Simulation,-78716.018468976,82.38171601487342
2026-02-26,debit card,Extreme Volatility Simulation,-72788.31196612742,79.59213893059615
2026-02-27,debit card,Extreme Volatility Simulation,-77507.98524851982,38.41208119789833
2026-02-28,debit card,Extreme Volatility Simulation,-49070.487064353096,81.43172352857874
2026-03-01,debit card,Extreme Volatility Simulation,-89897.45870622822,4.90729238674793
2026-03-02,debit card,Extreme Volatility Simulation,-65344.96959473596,23.25677094488553
2026-03-03,deposit,Extreme Volatility Simulation,16490.766686270224,41.68860503445501
2026-03-04,debit card,Extreme Volatility Simulation,-48113.4137756712,86.41982855375255
2026-03-05,debit card,Extreme Volatility Simulation,-49483.403105847196,26.856950223698274
2026-03-06,deposit,Extreme Volatility Simulation,17502.78222192136,74.52862731889846
2026-03-07,debit card,Extreme Volatility Simulation,-66814.2921662601,64.49450569555113
2026-03-08,debit card,Extreme Volatility Simulation,-72742.13353129703,14.378779139891284
2026-03-09,deposit,Extreme Volatility Simulation,20435.4436689872,35.39320597927822
2026-03-10,debit card,Extreme Volatility Simulation,-70795.19343628814,10.443749249053347
2026-03-11,debit card,Extreme Volatility Simulation,-62511.05259008938,6.914649882181767
2026-03-12,deposit,Extreme Volatility Simulation,16147.443483787192,72.10214916234341
2026-03-13,debit card,Extreme Volatility Simulation,-53871.27467304219,99.74502777283055
2026-03-14,debit card,Extreme Volatility Simulation,-60079.247006536956,1.5662504975332725
2026-03-15,deposit,Extreme Volatility Simulation,15409.44132572161,67.6591886135377
2026-03-16,debit card,Extreme Volatility Simulation,-73392.08279428963,75.75129674675178
2026-03-17,debit card,Extreme Volatility Simulation,-82267.75810566204,38.320843578499584
2026-03-18,deposit,Extreme Volatility Simulation,21576.56382556876,85.68379405535143
2026-03-19,debit card,Extreme Volatility Simulation,-54367.698611399646,79.28070072079748
