date,type,description,amount,current balance
2026-01-18,debit card,Gas Station,-39.03691819012692,13.611114350163062
2026-01-20,deposit,Salary,8476.253296832127,64.38493112224921
2026-01-20,deposit,Salary,444.5941907129944,127.4851209536837
2026-01-20,deposit,Salary,9993.156075956354,16.157007360123743
2026-01-20,deposit,Salary,983.8029801460881,119.67801898903053
2026-01-20,deposit,Salary,13878.97806964696,105.96615335424092
2026-01-20,deposit,Salary,314.40637364357434,58.349987447489255
2026-01-20,deposit,Salary,12161.390152928107,134.644112047041
2026-01-20,deposit,Salary,484.5706545677804,138.11743643280053
2026-01-20,deposit,Salary,12831.027274074724,116.60570779678133
2026-01-20,deposit,Salary,727.61792415672,138.52204312459153
2026-01-25,debit card,Restaurant,-44.238378643781495,67.78085674942945
2026-01-25,debit card,Restaurant,-45.62035858867933,0.6998453884143052
2026-01-25,debit card,Restaurant,-46.08546720884068,45.51939049735996
2026-01-25,debit card,Restaurant,-44.97002795002269,74.07677236439409
2026-01-25,debit card,Restaurant,-45.63450538651681,52.92416401240773
2026-01-25,debit card,Restaurant,-44.84716021844351,101.37739813998587
2026-01-25,debit card,Restaurant,-44.451087416478416,91.81936677021672
2026-01-25,debit card,Restaurant,-44.48033092386177,93.53014917247856
2026-01-25,debit card,Restaurant,-45.344405340026896,93.87919203275872
2026-01-25,debit card,Restaurant,-44.11472054724916,45.59543156837811
2026-01-28,debit card,Groceries,-94.66495242845308,49.926859977144815
2026-01-28,debit card,Groceries,-96.13200580586631,21.365837573805972
2026-01-28,debit card,Groceries,-95.86422018753454,1.9786869439147037
2026-01-28,debit card,Groceries,-94.76346677423756,134.20922170572646
2026-01-28,debit card,Groceries,-93.58852736132702,91.52615744718989
2026-01-28,debit card,Groceries,-95.51064355242738,62.278856779541385
2026-01-28,debit card,Groceries,-96.9425176841998,126.54075877594052
2026-01-28,debit card,Groceries,-94.19006434542406,34.02090196960817
2026-01-28,debit card,Groceries,-94.6336280665878,27.135521830439384
2026-01-28,debit card,Groceries,-95.1308824508198,110.48268932872978
2026-02-01,direct payment,Capital One Credit Card,-1198.4855078417272,142.43132048314524
2026-02-01,direct payment,Capital One Credit Card,-1199.1306387451634,93.1826331888687
2026-02-01,direct payment,Capital One Credit Card,-1200.515614096062,50.985740048406655
2026-02-01,direct payment,Capital One Credit Card,-1198.6563029850445,146.74423713626695
2026-02-01,direct payment,Capital One Credit Card,-1199.8930460991298,80.21427566864998
2026-02-01,direct payment,Capital One Credit Card,-1201.4340301261138,69.50099603402651
2026-02-01,direct payment,Capital One Credit Card,-1200.2967934615745,86.25416375466524
2026-02-01,direct payment,Capital One Credit Card,-1201.9887943024746,139.903389556224
2026-02-01,direct payment,Capital One Credit Card,-1199.2797995138874,67.42193332542992
2026-02-01,direct payment,Capital One Credit Card,-1200.5232037012508,81.62874351507173
2026-02-05,interest earned,Savings Interest,11610.793590240466,68.11742662388414
2026-02-05,interest earned,Savings Interest,-0.9109717782906688,103.78625843026992
2026-02-05,interest earned,Savings Interest,658.2730089469602,88.32478006320494
2026-02-05,interest earned,Savings Interest,9142.753191252375,90.41553367966628
2026-02-05,interest earned,Savings Interest,482.4523708596219,116.93179526593602
2026-02-05,interest earned,Savings Interest,14346.310834452606,95.19715229231203
2026-02-05,interest earned,Savings Interest,344.8512154206573,140.23743127590606
2026-02-05,interest earned,Savings Interest,10003.662981008973,128.90641216117072
2026-02-05,interest earned,Savings Interest,715.2630986148412,34.656914817552284
2026-02-05,interest earned,Savings Interest,13108.773108310248,66.56150264522924
2026-02-08,deposit,Freelance Payment,203.2037237300745,56.40697390136965
2026-02-08,deposit,Freelance Payment,14994.654321486518,30.613980973506905
2026-02-08,deposit,Freelance Payment,583.5630093848381,140.63039266801024
2026-02-08,deposit,Freelance Payment,10971.806892624938,86.59374261501472
2026-02-08,deposit,Freelance Payment,271.25378168797465,143.57070692982947
2026-02-08,deposit,Freelance Payment,8476.214729350746,14.122948538774816
2026-02-08,deposit,Freelance Payment,394.1424939927668,97.88851716867109
2026-02-08,deposit,Freelance Payment,14968.91174119341,10.313889008266901
2026-02-08,deposit,Freelance Payment,386.4490314952557,35.257633466713095
2026-02-08,deposit,Freelance Payment,8955.193271110693,98.0918726428218
2026-02-10,withdrawal,ATM Withdrawal,-100.32462160005328,13.096814628029563
2026-02-10,withdrawal,ATM Withdrawal,-98.42613725130975,118.00205904374641
2026-02-10,withdrawal,ATM Withdrawal,-99.69480667508138,78.15187752792208
2026-02-10,withdrawal,ATM Withdrawal,-98.44026359859912,91.45191008200172
2026-02-10,withdrawal,ATM Withdrawal,-98.57082482683938,25.86653767390259
2026-02-10,withdrawal,ATM Withdrawal,-99.670954789193,87.67255104772447
2026-02-10,withdrawal,ATM Withdrawal,-100.5187545896322,7.090209069306269
2026-02-10,withdrawal,ATM Withdrawal,-100.4649622567437,36.166743962014394
2026-02-10,withdrawal,ATM Withdrawal,-100.72798099105977,17.633811480844248
2026-02-10,withdrawal,ATM Withdrawal,-101.5848956270699,134.914146241919
2026-02-12,debit card,Coffee Shop,-13.112168886538043,39.48007426562442
2026-02-12,debit card,Coffee Shop,-13.048544659223849,105.41018637815402
2026-02-12,debit card,Coffee Shop,-12.292310402859943,36.919609311933215
2026-02-12,debit card,Coffee Shop,-12.41248522082228,61.06924199361306
2026-02-12,debit card,Coffee Shop,-11.710054894846005,9.879730794367442
2026-02-12,debit card,Coffee Shop,-12.847763449825202,145.02164829403887
2026-02-12,debit card,Coffee Shop,-11.638745832497833,5.741836258479904
2026-02-12,debit card,Coffee Shop,-12.673615476040744,22.68788027998983
2026-02-12,debit card,Coffee Shop,-11.31799811245025,21.23250783936936
2026-02-12,debit card,Coffee Shop,-13.937901608376718,56.73240916626005
2026-02-14,deposit,Salary,322.67108994316675,67.53823833789285
2026-02-14,deposit,Salary,12722.918005110008,111.22294876928292
2026-02-14,deposit,Salary,640.7518014627453,8.909844829121905
2026-02-14,deposit,Salary,14044.988854536445,11.063295788637435
2026-02-14,deposit,Salary,359.1830252295366,115.1021803274847
2026-02-14,deposit,Salary,8683.183496096304,31.049044027064514
2026-02-14,deposit,Salary,611.8548555551602,142.9375470557965
2026-02-14,deposit,Salary,12784.4147379885,76.36470317331495
2026-02-14,deposit,Salary,303.6311682267053,120.97035623915679
2026-02-14,deposit,Salary,12279.071047473688,137.3321077519425
