date,type,description,amount,current balance
12/1/2025,interest earned,Savings Interest,2.957818526819268,4844.764945399644
2/14/2026,deposit,Salary,3499.123134495541,4224.927258246236
2/12/2026,debit card,Coffee Shop,-12.41248522082228,3214.2788768190985
2/10/2026,withdrawal,ATM Withdrawal,-98.42613725130975,4865.215486113688
2/8/2026,deposit,Freelance Payment,600.8083385193821,3979.5995949636495
2/5/2026,interest earned,Savings Interest,1.946650228394187,4378.874860372824
2/1/2026,direct payment,Capital One Credit Card,-1200.5232037012508,2246.793631342526
1/28/2026,debit card,Groceries,-94.76346677423756,2035.7881089756563
1/25/2026,debit card,Restaurant,-44.238378643781495,3849.8628236720674
1/20/2026,deposit,Salary,3500.450843749245,2030.0107677368196
1/18/2026,debit card,Gas Station,-38.53305345537259,3474.4974397843107
1/15/2026,withdrawal,ATM Withdrawal,-60.336627668680485,2881.500761670698
1/10/2026,deposit,Freelance Payment,799.3699774060327,4861.762700064915
1/5/2026,direct payment,Capital One Credit Card,-1300.4357611412788,2743.6754031074124
12/28/2025,debit card,Groceries,-100.35468316014064,3798.2999022777203
12/20/2025,deposit,Salary,3499.9986456119814,3129.944337507053
12/18/2025,debit card,Coffee Shop,-17.129631431350496,4449.444206153345
12/15/2025,withdrawal,ATM Withdrawal,-81.19438277077057,3575.133294196383
12/10/2025,deposit,Freelance Payment,500.6509014659204,3011.545283163846
12/5/2025,direct payment,Capital One Credit Card,-1399.8693584939488,4869.853114121761
12/1/2025,interest earned,Savings Interest,2.657251514775336,4963.960195192724
2/14/2026,deposit,Salary,3499.0969740783403,3212.4064762617004
2/12/2026,debit card,Coffee Shop,-12.847763449825202,3082.8599575153776
2/10/2026,withdrawal,ATM Withdrawal,-100.72798099105977,3860.6757557885767
2/8/2026,deposit,Freelance Payment,600.9150577929382,3484.7869729964577
2/5/2026,interest earned,Savings Interest,0.7961924371539428,4707.528605182064
2/1/2026,direct payment,Capital One Credit Card,-1200.2967934615745,3492.5264499176383
1/28/2026,debit card,Groceries,-94.19006434542406,3713.9362946733822
1/25/2026,debit card,Restaurant,-44.97002795002269,3726.9948495197877
1/20/2026,deposit,Salary,3500.439689986168,4976.356301197234
1/18/2026,debit card,Gas Station,-39.30188577182563,2033.673554308188
1/15/2026,withdrawal,ATM Withdrawal,-60.65190577246,4181.733055787357
1/10/2026,deposit,Freelance Payment,799.6164946796722,4076.4410137673462
1/5/2026,direct payment,Capital One Credit Card,-1299.977895563614,4491.956214902884
12/28/2025,debit card,Groceries,-99.05374939991216,3314.7909867193075
12/20/2025,deposit,Salary,3499.426336649622,3772.169009309766
12/18/2025,debit card,Coffee Shop,-16.105568923482245,3745.5382417093615
12/15/2025,withdrawal,ATM Withdrawal,-78.72847321514479,3391.8760956949195
12/10/2025,deposit,Freelance Payment,498.9732377218442,4432.315950954873
12/5/2025,direct payment,Capital One Credit Card,-1400.6397128780395,3239.294834498546
12/1/2025,interest earned,Savings Interest,2.185413912292067,3958.981350897189
2/14/2026,deposit,Salary,3499.313285077301,3487.957617595626
2/12/2026,debit card,Coffee Shop,-11.638745832497833,4420.331930511607
2/10/2026,withdrawal,ATM Withdrawal,-98.44026359859912,4256.136573714115
2/8/2026,deposit,Freelance Payment,599.8081136060812,2656.3760370724417
2/5/2026,interest earned,Savings Interest,2.424971009004028,2747.361998053406
2/1/2026,direct payment,Capital One Credit Card,-1198.4855078417272,3780.50995699681
1/28/2026,debit card,Groceries,-95.1308824508198,2829.258071451249
1/25/2026,debit card,Restaurant,-45.62035858867933,2631.8013792946654
1/20/2026,deposit,Salary,3501.8105728111354,2405.175711470111
1/18/2026,debit card,Gas Station,-41.23176948817736,2095.391305474212
1/15/2026,withdrawal,ATM Withdrawal,-60.74544876334925,4285.86967869551
1/10/2026,deposit,Freelance Payment,800.4622330319268,2823.741453975831
1/5/2026,direct payment,Capital One Credit Card,-1299.5059049243075,4444.600077774685
12/28/2025,debit card,Groceries,-100.67227838595193,2772.056197821239
12/20/2025,deposit,Salary,3500.3504821657966,3717.9421178999946
12/18/2025,debit card,Coffee Shop,-14.99265372395735,2549.7760901175793
12/15/2025,withdrawal,ATM Withdrawal,-78.9003167126496,3274.0414200902596
12/10/2025,deposit,Freelance Payment,501.1752791385932,4967.8107200300765
12/5/2025,direct payment,Capital One Credit Card,-1400.7199284961534,3058.3467661789214
12/1/2025,interest earned,Savings Interest,1.379474370095445,4185.206681580178
2/14/2026,deposit,Salary,3499.73188856651,3192.495728287062
2/12/2026,debit card,Coffee Shop,-11.31799811245025,2867.9942309099843
2/10/2026,withdrawal,ATM Withdrawal,-100.4649622567437,4682.989302610823
2/8/2026,deposit,Freelance Payment,599.6318501087356,4119.230258566557
2/5/2026,interest earned,Savings Interest,1.2491491520724969,4041.6523788376453
2/1/2026,direct payment,Capital One Credit Card,-1198.6563029850445,3016.097521731745
1/28/2026,debit card,Groceries,-94.66495242845308,4325.569808066968
1/25/2026,debit card,Restaurant,-44.11472054724916,3064.7128369806164
1/20/2026,deposit,Salary,3501.1988695713367,2852.9256531270926
1/18/2026,debit card,Gas Station,-39.31763399127053,4722.8110817737315
1/15/2026,withdrawal,ATM Withdrawal,-60.27017327552604,2782.5918990518603
1/10/2026,deposit,Freelance Payment,798.808640851746,4187.310359099105
1/5/2026,direct payment,Capital One Credit Card,-1298.94814286905,2805.4959619332826
12/28/2025,debit card,Groceries,-99.50569217306357,4252.61699619598
12/20/2025,deposit,Salary,3500.120374339827,3727.9796082189605
12/18/2025,debit card,Coffee Shop,-14.543963700204934,4549.542616189697
12/15/2025,withdrawal,ATM Withdrawal,-79.80957882336368,2107.451307143412
12/10/2025,deposit,Freelance Payment,499.1223641977432,2275.1124188428867
12/5/2025,direct payment,Capital One Credit Card,-1401.186631716265,3310.886584219699
12/1/2025,interest earned,Savings Interest,2.4269376975331056,4939.72998627977
2/14/2026,deposit,Salary,3499.4607967105085,4513.637232843
2/12/2026,debit card,Coffee Shop,-12.673615476040744,2021.1620894118928
2/10/2026,withdrawal,ATM Withdrawal,-98.57082482683938,2965.6845509772093
2/8/2026,deposit,Freelance Payment,599.870537992917,4830.233661705199
2/5/2026,interest earned,Savings Interest,2.816423819195267,2853.5509005932454
2/1/2026,direct payment,Capital One Credit Card,-1201.9887943024746,3246.112070793187
1/28/2026,debit card,Groceries,-95.51064355242738,4779.746288633556
1/25/2026,debit card,Restaurant,-44.84716021844351,2277.301343394646
1/20/2026,deposit,Salary,3499.244019334777,2942.824189115873
1/18/2026,debit card,Gas Station,-41.13433033262803,2095.14130766393
1/15/2026,withdrawal,ATM Withdrawal,-60.0352651171561,3968.5707496309947
1/10/2026,deposit,Freelance Payment,799.0465739030632,3632.2270222163097
1/5/2026,direct payment,Capital One Credit Card,-1299.63126047419,2762.2472783464177
12/28/2025,debit card,Groceries,-100.70326890618416,3474.3479479013577
12/20/2025,deposit,Salary,3500.881539443613,2456.396401301641
12/18/2025,debit card,Coffee Shop,-13.26058895954981,2267.840893273871
12/15/2025,withdrawal,ATM Withdrawal,-80.78733644249151,4809.851864259801
12/10/2025,deposit,Freelance Payment,498.7529966182094,2418.017763433696
12/5/2025,direct payment,Capital One Credit Card,-1399.8047802158897,3026.2607140230057
12/1/2025,interest earned,Savings Interest,2.77526348212662,2377.9834674543667
2/14/2026,deposit,Salary,3498.8446825803267,4794.810670882249
2/12/2026,debit card,Coffee Shop,-13.937901608376718,2232.981214689903
2/10/2026,withdrawal,ATM Withdrawal,-101.5848956270699,4985.006237136136
2/8/2026,deposit,Freelance Payment,598.4976885306769,3684.904632605858
2/5/2026,interest earned,Savings Interest,-0.9109717782906688,3127.7344872461836
2/1/2026,direct payment,Capital One Credit Card,-1201.4340301261138,4037.0137980779573
1/28/2026,debit card,Groceries,-94.6336280665878,4573.359758487676
1/25/2026,debit card,Restaurant,-45.63450538651681,3391.0631546835684
1/20/2026,deposit,Salary,3499.6561231744163,4664.316851287452
1/18/2026,debit card,Gas Station,-39.697284459765854,2821.6687355699505
1/15/2026,withdrawal,ATM Withdrawal,-59.86705771556196,4811.36574800211
1/10/2026,deposit,Freelance Payment,801.5850720816893,2192.841452175856
1/5/2026,direct payment,Capital One Credit Card,-1300.48945803067,4711.057040171358
12/28/2025,debit card,Groceries,-101.17217413019944,2362.419663566355
12/20/2025,deposit,Salary,3499.806720327917,4736.333084991679
12/18/2025,debit card,Coffee Shop,-14.472906640222362,4884.170271880799
12/15/2025,withdrawal,ATM Withdrawal,-79.49878418899473,4726.435858262537
12/10/2025,deposit,Freelance Payment,498.318763789332,4090.179404276724
12/5/2025,direct payment,Capital One Credit Card,-1399.8872336988509,2913.9708494790925
12/1/2025,interest earned,Savings Interest,2.146329993582902,3605.6222884650515
