date,type,description,amount,current balance
1/15/2026,withdrawal,ATM Withdrawal,-60.74544876334925,20153.03262227366
1/10/2026,deposit,Freelance Payment,800.4622330319268,22907.28013856339
1/5/2026,direct payment,Capital One Credit Card,-1299.5059049243075,26053.80910379648
12/28/2025,debit card,Groceries,-100.67227838595193,21906.60622701045
12/20/2025,deposit,Salary,3500.3504821657966,18748.433307597516
12/18/2025,debit card,Coffee Shop,-14.99265372395735,25760.128555998694
12/15/2025,withdrawal,ATM Withdrawal,-78.9003167126496,24989.270570175813
12/10/2025,deposit,Freelance Payment,501.1752791385932,28694.84405423019
12/5/2025,direct payment,Capital One Credit Card,-1400.7199284961534,23612.68447676829
12/1/2025,interest earned,Savings Interest,1.379474370095445,29407.19621493241
2/14/2026,deposit,Salary,3499.73188856651,23919.23451068618
2/12/2026,debit card,Coffee Shop,-11.31799811245025,18494.92993243145
2/10/2026,withdrawal,ATM Withdrawal,-100.4649622567437,13412.982195434932
2/8/2026,deposit,Freelance Payment,599.6318501087356,13237.457417453294
2/5/2026,interest earned,Savings Interest,1.2491491520724969,15706.90049154689
2/1/2026,direct payment,Capital One Credit Card,-1198.6563029850445,17549.249157351933
1/28/2026,debit card,Groceries,-94.66495242845308,21257.3757748565
1/25/2026,debit card,Restaurant,-44.11472054724916,15978.972615031995
1/20/2026,deposit,Salary,3501.1988695713367,22597.399058934643
1/18/2026,debit card,Gas Station,-39.31763399127053,17706.572284954367
1/15/2026,withdrawal,ATM Withdrawal,-60.27017327552604,18046.492825962225
1/10/2026,deposit,Freelance Payment,798.808640851746,19655.942908336823
1/5/2026,direct payment,Capital One Credit Card,-1298.94814286905,26649.264194778643
12/28/2025,debit card,Groceries,-99.50569217306357,27135.497063300136
12/20/2025,deposit,Salary,3500.120374339827,21150.982190647643
12/18/2025,debit card,Coffee Shop,-14.543963700204934,25141.297406202277
12/15/2025,withdrawal,ATM Withdrawal,-79.80957882336368,29182.49162121013
12/10/2025,deposit,Freelance Payment,499.1223641977432,28760.53991070955
12/5/2025,direct payment,Capital One Credit Card,-1401.186631716265,27181.030065289062
12/1/2025,interest earned,Savings Interest,2.4269376975331056,25530.272494950663
2/14/2026,deposit,Salary,3499.4607967105085,16235.857155873688
2/12/2026,debit card,Coffee Shop,-12.673615476040744,16905.93123941105
2/10/2026,withdrawal,ATM Withdrawal,-98.57082482683938,17415.927465474517
2/8/2026,deposit,Freelance Payment,599.870537992917,20462.61056612526
2/5/2026,interest earned,Savings Interest,2.816423819195267,18411.20547492908
2/1/2026,direct payment,Capital One Credit Card,-1201.9887943024746,20208.044977797486
1/28/2026,debit card,Groceries,-95.51064355242738,14092.492260293908
1/25/2026,debit card,Restaurant,-44.84716021844351,17899.875944023122
1/20/2026,deposit,Salary,3499.244019334777,18392.838310723637
1/18/2026,debit card,Gas Station,-41.13433033262803,19397.27975851298
1/15/2026,withdrawal,ATM Withdrawal,-60.0352651171561,22691.72597145021
1/10/2026,deposit,Freelance Payment,799.0465739030632,21388.45608648817
1/5/2026,direct payment,Capital One Credit Card,-1299.63126047419,17727.964814840918
12/28/2025,debit card,Groceries,-100.70326890618416,22288.415905692174
12/20/2025,deposit,Salary,3500.881539443613,27445.921130465566
12/18/2025,debit card,Coffee Shop,-13.26058895954981,27368.003019231975
12/15/2025,withdrawal,ATM Withdrawal,-80.78733644249151,28015.03522357855
12/10/2025,deposit,Freelance Payment,498.7529966182094,31337.976399848783
12/5/2025,direct payment,Capital One Credit Card,-1399.8047802158897,27971.378230045128
12/1/2025,interest earned,Savings Interest,2.77526348212662,31405.127936418627
2/14/2026,deposit,Salary,3498.8446825803267,16398.91160237448
2/12/2026,debit card,Coffee Shop,-13.937901608376718,17550.369239245996
2/10/2026,withdrawal,ATM Withdrawal,-101.5848956270699,12965.516937191614
2/8/2026,deposit,Freelance Payment,598.4976885306769,18162.443034008036
2/5/2026,interest earned,Savings Interest,-0.9109717782906688,19670.87307072748
2/1/2026,direct payment,Capital One Credit Card,-1201.4340301261138,20844.044845240085
1/28/2026,debit card,Groceries,-94.6336280665878,16250.374046767876
1/25/2026,debit card,Restaurant,-45.63450538651681,19566.183346355327
1/20/2026,deposit,Salary,3499.6561231744163,20990.431140264518
1/18/2026,debit card,Gas Station,-39.697284459765854,22990.670913663926
1/15/2026,withdrawal,ATM Withdrawal,-59.86705771556196,25793.140562608234
1/10/2026,deposit,Freelance Payment,801.5850720816893,20752.09475157362
1/5/2026,direct payment,Capital One Credit Card,-1300.48945803067,27044.522004524053
12/28/2025,debit card,Groceries,-101.17217413019944,19440.084383005415
12/20/2025,deposit,Salary,3499.806720327917,19190.144156185263
12/18/2025,debit card,Coffee Shop,-14.472906640222362,26197.283375108513
12/15/2025,withdrawal,ATM Withdrawal,-79.49878418899473,25725.07757453739
12/10/2025,deposit,Freelance Payment,498.318763789332,23043.7109835777
12/5/2025,direct payment,Capital One Credit Card,-1399.8872336988509,22967.330089377807
12/1/2025,interest earned,Savings Interest,2.146329993582902,25554.1766609657
